Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
40.0,6,64.0,19778.855041026123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7400,74,74,74.0,0.0,74.0,5.0578117370605465e-05,100,0.0
35.48,6,62.08,1298.8034780885378,0.0,0.57,0.01,0.19,0.49,0.0,0.0,49,57,0,1,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.03,0.0,0.0,0.97,0.97,52355,60,2962,523.55,693.6527582226566,523.55,0.0007699513435363,100,481154.1489898994
40.0,6,64.0,6926.208365672012,0.0,1.0,0.0,0.0,0.1,0.0,0.0,10,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7400,74,74,74.0,0.0,74.0,0.0001443886756896,100,0.0
38.24,6,64.64,1350.3876368319382,0.02,0.81,0.01,0.02,0.17,0.0,0.0,17,81,2,1,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,12174,60,1514,121.74,249.8271976524347,121.74,0.0007405400276184,100,62413.62868686867
30.92,6,68.08,639.6525324988257,0.03,0.36,0.25,0.11,0.52,0.0,0.0,52,36,3,25,0.87,0.09,0.01,0.0,0.0,0.0,0.0,0.96,0.02,0.0,0.02,0.0,0.0,0.98,0.98,22484,60,2962,224.84,451.9047615763234,224.84,0.0015633606910705,100,204217.91353535367
40.0,6,64.0,19689.719275185427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7400,74,74,74.0,0.0,74.0,5.080938339233399e-05,100,0.0
40.0,6,64.0,20202.80333317277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7400,74,74,74.0,0.0,74.0,4.951000213623047e-05,100,0.0
34.8,6,64.0,2674.9558351775204,0.02,0.44,0.06,0.22,0.53,0.0,0.0,53,44,2,6,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40406,60,1532,404.06,559.7605335761845,404.06,0.0003738498687744,100,313331.8549494947
33.2,6,66.15,1189.4719229536695,0.02,0.36,0.1,0.25,0.57,0.0,0.0,57,36,2,10,0.96,0.0,0.02,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,35135,60,2962,351.35,576.2823097276637,351.35,0.0008523607254028,100,332101.30050505087
33.96,6,64.64,1127.1162801946648,0.02,0.44,0.12,0.21,0.67,0.0,0.0,67,44,2,12,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.01,0.0,0.0,0.0,1.0,1.0,47668,60,2962,476.68,782.0246693259388,476.68,0.0008872294425964,100,611562.583434344
36.68,6,63.71,2389.4266703126423,0.02,0.66,0.03,0.03,0.34,0.0,0.0,34,66,2,3,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,25105,60,1514,251.05,470.26163736345535,251.05,0.000418541431427,100,221146.007575758
39.16,6,65.91,23479.08643081057,0.0,0.94,0.03,0.0,0.02,0.0,0.0,2,94,0,3,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,7394,60,102,73.94,3.765392651262524,73.94,4.260063171386719e-05,100,14.17818181818182
39.92,6,64.0,5622.089968366307,0.0,0.99,0.0,0.0,0.02,0.0,0.0,2,99,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7392,66,74,73.92,0.7999999999999998,73.92,0.000177879333496,100,0.6399999999999997
34.44,6,64.0,2622.7349753941007,0.04,0.45,0.07,0.2,0.48,0.0,0.0,48,45,4,7,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,1.0,1.0,44846,60,2962,448.46,674.0998400410982,448.46,0.0003813004493713,100,454410.5943434342
34.08,6,64.15,1190.221256140092,0.02,0.38,0.06,0.27,0.68,0.0,0.0,68,38,2,6,0.93,0.05,0.01,0.0,0.0,0.0,0.0,0.98,0.02,0.01,0.0,0.0,0.0,1.0,1.0,49349,60,2962,493.49,709.1724939403783,493.49,0.0008422994613647,100,502925.626161616
38.56,6,64.0,4435.366150267012,0.0,0.85,0.02,0.04,0.13,0.0,0.0,13,85,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17404,60,2962,174.04,470.3533148688141,174.04,0.0002254700660705,100,221232.2408080817
39.52,6,64.0,12841.933804843697,0.0,0.97,0.02,0.0,0.01,0.0,0.0,1,97,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7364,60,74,73.64,2.115455391907738,73.64,7.788896560668945e-05,100,4.475151515151523
38.88,6,64.0,8301.442850074221,0.05,0.86,0.01,0.07,0.19,0.0,0.0,19,86,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9326,60,1073,93.26,108.06747050717058,93.26,0.0001222515106201,100,11678.578181818184
34.48,6,67.67,1043.460435216352,0.07,0.37,0.07,0.26,0.65,0.0,0.0,65,37,7,7,0.93,0.03,0.01,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,39939,60,2962,399.39,640.510558583202,399.39,0.0009583592414855,100,410253.7756565655
35.6,6,65.89,1858.7653445601595,0.02,0.61,0.1,0.08,0.4,0.0,0.0,40,61,2,10,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,1.0,1.0,18220,60,2962,182.2,456.2158358593971,182.2,0.0005380010604858,100,208132.88888888835
39.24,6,64.0,13052.94868204027,0.0,0.95,0.03,0.01,0.03,0.0,0.0,3,95,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7629,60,353,76.29,28.06352642045385,76.29,7.973909378051758e-05,100,787.5615151515116
33.8,6,55.94,5171.130563432376,0.03,0.66,0.05,0.01,0.19,0.0,0.0,19,66,3,5,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.13,0.0,0.0,0.0,0.0,1.0,1.0,12774,60,523,127.74,142.1971614599698,127.74,0.0001933908462524,100,20220.03272727272
33.36,6,68.44,810.8852585790237,0.15,0.26,0.13,0.17,0.82,0.0,0.0,82,26,15,13,0.83,0.04,0.0,0.0,0.0,0.0,0.0,0.96,0.01,0.0,0.03,0.0,0.0,0.97,0.97,29403,60,1514,294.03,484.2421018791357,294.03,0.0012332296371459,100,234490.4132323232
29.64,6,52.74,555.543576016138,0.05,0.28,0.07,0.03,0.64,0.0,0.0,64,28,5,7,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.13,0.0,0.05,0.0,0.0,0.95,0.95,23188,60,2962,231.88,520.3414628681804,231.88,0.0018018889427185,100,270755.23797979794
34.72,6,67.0,720.6373587479619,0.04,0.59,0.11,0.11,0.68,0.0,0.0,68,59,4,11,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,18342,60,1514,183.42,341.8784171620258,183.42,0.0013893198966979,100,116880.85212121213
34.32,6,65.05,674.4175651013402,0.02,0.52,0.06,0.03,0.58,0.0,0.0,58,52,2,6,0.85,0.01,0.01,0.0,0.0,0.0,0.0,0.96,0.02,0.0,0.02,0.0,0.0,0.98,0.98,20693,60,1514,206.93,414.9171087961028,206.93,0.0014846801757812,100,172156.207171717
32.56,6,66.87,773.0780431521014,0.01,0.37,0.09,0.14,0.67,0.0,0.0,67,37,1,9,0.94,0.0,0.01,0.0,0.0,0.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,1.0,1.0,37490,60,2962,374.9,574.0314020200029,374.9,0.0012952208518981,100,329512.0505050502
30.56,6,64.43,856.4138584426404,0.06,0.18,0.14,0.17,0.66,0.0,0.0,66,18,6,14,0.9,0.01,0.01,0.0,0.0,0.0,0.0,0.93,0.07,0.0,0.0,0.0,0.0,1.0,1.0,38376,60,2962,383.76,613.7469968656592,383.76,0.0011860489845275,100,376685.3761616155
31.68,6,74.18,635.131075253186,0.07,0.27,0.15,0.21,0.74,0.0,0.0,74,27,7,15,0.86,0.0,0.02,0.0,0.0,0.0,0.0,0.94,0.05,0.0,0.01,0.0,0.0,0.99,0.99,28069,60,2962,280.69,494.7272219530821,280.69,0.0015744996070861,100,244755.02414141415
29.24,6,69.29,1343.8716333553343,0.01,0.19,0.09,0.22,0.61,0.0,0.0,61,19,1,9,0.85,0.0,0.02,0.0,0.0,0.0,0.0,0.89,0.07,0.0,0.04,0.0,0.0,0.96,0.96,63841,60,2962,638.41,844.1848987830414,638.41,0.0007458901405334,100,712648.1433333338
36.76,6,65.09,4960.796697772889,0.02,0.77,0.08,0.09,0.15,0.0,0.0,15,77,2,8,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,10889,60,1074,108.89,150.4103407550847,108.89,0.0002213406562805,100,22623.270606060687
32.56,6,66.03,880.3813449925381,0.08,0.39,0.15,0.09,0.63,0.0,0.0,63,39,8,15,0.89,0.04,0.01,0.0,0.0,0.0,0.0,0.97,0.01,0.0,0.02,0.0,0.0,0.98,0.98,21043,60,2962,210.43,506.76811693656754,210.43,0.0011358904838562,100,256813.9243434346
31.56,6,64.71,683.5968211955069,0.05,0.3,0.23,0.21,0.65,0.0,0.0,65,30,5,23,0.9,0.05,0.0,0.0,0.0,0.0,0.0,0.97,0.02,0.0,0.01,0.0,0.0,0.99,0.99,41876,60,2962,418.76,635.4267971571978,418.76,0.0014628601074218,100,403767.21454545466
31.16,6,66.67,786.5224500817594,0.03,0.19,0.08,0.23,0.76,0.0,0.0,76,19,3,8,0.81,0.04,0.0,0.0,0.0,0.0,0.0,0.94,0.05,0.0,0.01,0.0,0.0,0.99,0.99,33654,60,2564,336.54,509.84119967779134,336.54,0.0012799882888793,100,259938.0488888895
35.12,6,65.09,857.0088187457602,0.01,0.46,0.05,0.17,0.65,0.0,0.0,65,46,1,5,0.89,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,15114,60,1514,151.14,229.50002838845805,151.14,0.0011668705940246,100,52670.26303030305
34.04,6,65.27,1242.252478253272,0.03,0.33,0.07,0.26,0.74,0.0,0.0,74,33,3,7,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,50874,60,2962,508.74,653.7327724519994,508.74,0.0008075594902038,100,427366.5377777776
32.92,6,63.2,1118.830141670868,0.03,0.26,0.1,0.33,0.8,0.0,0.0,80,26,3,10,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,62666,60,2962,626.66,775.8134632094043,626.66,0.0008967113494873,100,601886.5296969698
33.12,6,65.91,1272.508942413587,0.02,0.2,0.09,0.29,0.74,0.0,0.0,74,20,2,9,0.98,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40430,60,2962,404.3,600.1405811738761,404.3,0.000790569782257,100,360168.7171717178
33.6,6,61.97,1738.9175877480286,0.07,0.32,0.06,0.31,0.69,0.0,0.0,69,32,7,6,0.93,0.0,0.0,0.0,0.0,0.01,0.0,0.97,0.0,0.0,0.03,0.0,0.0,0.97,0.97,17837,60,1259,178.37,204.341546871354,178.37,0.0005750799179077,100,41755.46777777777
36.0,6,63.89,956.882713936988,0.1,0.41,0.05,0.22,0.86,0.0,0.0,86,41,10,5,0.94,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24371,66,1514,243.71,381.2477201786446,243.71,0.0010766100883483,100,145349.8241414141
34.36,6,67.81,619.5170657638974,0.02,0.6,0.1,0.09,0.58,0.0,0.0,58,60,2,10,0.87,0.02,0.0,0.0,0.0,0.02,0.0,0.95,0.03,0.0,0.02,0.0,0.0,0.98,0.98,32474,60,2962,324.74,688.5945519459889,324.74,0.0016141700744628,100,474162.45696969714
31.44,6,63.36,1268.648445912429,0.01,0.12,0.09,0.34,0.78,0.02,0.02,78,12,1,9,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,55510,60,2962,555.1,812.2253195369929,555.1,0.0007892704010009,100,659709.9696969701
32.88,6,63.36,863.5283508709804,0.11,0.34,0.13,0.22,0.81,0.0,0.0,81,34,11,13,0.94,0.0,0.01,0.0,0.0,0.0,0.0,0.95,0.03,0.0,0.02,0.0,0.0,0.98,0.98,30900,60,2962,309.0,517.741365173888,309.0,0.0011652994155883,100,268056.1212121212
34.52,6,63.82,586.4551815166751,0.11,0.5,0.1,0.12,0.63,0.0,0.0,63,50,11,10,0.87,0.01,0.01,0.0,0.0,0.0,0.0,0.97,0.01,0.0,0.02,0.0,0.0,0.98,0.98,17825,60,2962,178.25,453.226889798436,178.25,0.001783549785614,100,205414.61363636365
32.32,6,73.72,490.5567075902125,0.04,0.37,0.09,0.15,0.63,0.0,0.0,63,37,4,9,0.88,0.04,0.01,0.0,0.0,0.0,0.0,0.95,0.05,0.01,0.0,0.0,0.0,1.0,1.0,24335,60,1514,243.35,420.1468327990956,243.35,0.0020428895950317,100,176523.36111111118
32.56,6,73.31,906.723622826853,0.05,0.16,0.06,0.15,0.78,0.0,0.0,78,16,5,6,0.72,0.08,0.02,0.0,0.0,0.0,0.0,0.97,0.03,0.01,0.0,0.0,0.0,1.0,1.0,41866,60,3322,418.66,647.7774000380062,418.66,0.0011110115051269,100,419615.5599999992
34.68,6,63.57,1733.5846311543166,0.02,0.41,0.05,0.26,0.7,0.0,0.0,70,41,2,5,0.77,0.07,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,24813,60,1514,248.13,380.28927466369873,248.13,0.0005777883529663,100,144619.9324242421
33.2,6,67.01,1125.9483561647512,0.02,0.28,0.07,0.13,0.74,0.0,0.0,74,28,2,7,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,32153,60,2962,321.53,614.8575174523581,321.53,0.0008894610404968,100,378049.76676767686
31.4,6,61.77,927.6006431252172,0.11,0.3,0.24,0.14,0.57,0.0,0.0,57,30,11,24,0.9,0.04,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.03,0.0,0.0,0.97,0.97,27055,60,2962,270.55,540.9403965560923,270.55,0.0010780787467956,100,292616.51262626244
39.44,6,64.0,5584.140804942019,0.0,0.93,0.0,0.05,0.34,0.0,0.0,34,93,0,0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9667,66,1407,96.67,144.1695869383685,96.67,0.0001790904998779,100,20784.869797979794
33.72,6,66.75,488.0258493000699,0.07,0.27,0.13,0.2,0.67,0.0,0.0,67,27,7,13,0.93,0.04,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,21548,60,1514,215.48,364.5938512422231,215.48,0.0020492815971374,100,132928.6763636363
36.88,6,65.91,4620.651515318432,0.03,0.73,0.09,0.09,0.4,0.0,0.0,40,73,3,9,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,11078,60,1514,110.78,163.4819101597939,110.78,0.0002849984169006,100,26726.33494949492
38.84,6,65.68,47874.71749800251,0.01,0.87,0.01,0.07,0.12,0.0,0.0,12,87,1,1,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23268,60,2962,232.68,628.6035168642802,232.68,2.0909309387207032e-05,100,395142.3814141414
36.6,6,63.84,1227.054084179054,0.02,0.68,0.05,0.04,0.29,0.0,0.0,29,68,2,5,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,8120,60,363,81.2,47.29810895914454,81.2,0.000937111377716,100,2237.111111111109
39.92,6,64.0,23861.099101149164,0.0,0.99,0.0,0.01,0.01,0.0,0.0,1,99,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8232,74,906,82.32,83.19999999999989,82.32,4.191875457763672e-05,100,6922.239999999982
37.44,6,63.84,1978.9400180233736,0.04,0.77,0.08,0.06,0.22,0.0,0.0,22,77,4,8,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,17889,60,1514,178.89,369.497635891345,178.89,0.0005053520202636,100,136528.50292929297
33.6,6,69.37,645.0820289850615,0.02,0.35,0.06,0.22,0.8,0.0,0.0,80,35,2,6,0.92,0.03,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,55460,60,2962,554.6,782.5213199406236,554.6,0.0015501999855041,100,612339.6161616158
34.8,6,62.68,2545.6434658056373,0.02,0.47,0.05,0.22,0.5,0.0,0.0,50,47,2,5,0.94,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37376,60,2962,373.76,796.0340599788833,373.76,0.0003928279876708,100,633670.2246464643
39.76,6,64.0,13598.002917814882,0.0,0.97,0.01,0.02,0.1,0.0,0.0,10,97,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7652,66,204,76.52,18.32064574751836,76.52,7.355213165283203e-05,100,335.6460606060625
38.64,6,64.0,6488.512112867795,0.01,0.86,0.03,0.06,0.12,0.0,0.0,12,86,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17122,60,1514,171.22,340.500955367324,171.22,0.0001543378829956,100,115940.90060606036
38.08,6,69.31,2043.0718871472131,0.01,0.85,0.02,0.04,0.14,0.0,0.0,14,85,1,2,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13294,60,1514,132.94,283.50988510014065,132.94,0.0004894709587097,100,80377.85494949497
36.88,6,70.79,2678.081422076927,0.02,0.79,0.03,0.06,0.22,0.0,0.0,22,79,2,3,0.92,0.02,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,11579,60,1514,115.79,211.5438820680096,115.79,0.000373420715332,100,44750.814040403966
40.0,6,64.0,23343.18788958148,0.0,1.0,0.0,0.0,0.01,0.0,0.0,1,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7400,74,74,74.0,0.0,74.0,4.284858703613281e-05,100,0.0
39.72,6,64.0,11545.968563327551,0.0,0.98,0.01,0.0,0.01,0.0,0.0,1,98,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7378,60,74,73.78,1.6054201124234544,73.78,8.663177490234375e-05,100,2.577373737373737
32.12,6,69.87,655.2688766718378,0.04,0.33,0.09,0.22,0.65,0.0,0.0,65,33,4,9,0.87,0.01,0.01,0.0,0.0,0.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,1.0,1.0,29219,60,1783,292.19,453.50512999225583,292.19,0.0015291500091552,100,205666.90292929285
35.88,6,63.36,1549.9785664661276,0.01,0.63,0.01,0.08,0.32,0.0,0.0,32,63,1,1,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,24288,60,3322,242.88,542.901078847833,242.88,0.0006454181671142,100,294741.58141414094
39.36,6,65.73,9258.540461789766,0.0,0.98,0.01,0.0,0.03,0.0,0.0,3,98,0,1,0.96,0.01,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,7370,60,74,73.7,1.872178011047696,73.7,0.0001080203056335,100,3.505050505050508
34.04,6,62.67,1190.603036186713,0.02,0.62,0.11,0.05,0.32,0.0,0.0,32,62,2,11,0.92,0.0,0.01,0.0,0.0,0.0,0.0,0.94,0.04,0.0,0.02,0.0,0.0,0.98,0.98,28851,60,2962,288.51,579.2802830786117,288.51,0.0008399415016174,100,335565.6463636364
29.84,6,67.17,1441.713156311764,0.06,0.13,0.2,0.27,0.72,0.0,0.0,72,13,6,20,0.83,0.01,0.01,0.0,0.0,0.0,0.0,0.97,0.02,0.0,0.01,0.0,0.0,0.99,0.99,44036,60,3322,440.36,702.7576060984983,440.36,0.0006936287879943,100,493868.25292929215
31.16,6,65.76,816.6591055563453,0.09,0.15,0.16,0.25,0.83,0.0,0.0,83,15,9,16,0.9,0.0,0.02,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,55075,60,2962,550.75,716.358614202003,550.75,0.001226270198822,100,513169.66414141416
32.04,6,63.07,1259.9820959727956,0.03,0.15,0.13,0.27,0.75,0.0,0.0,75,15,3,13,0.96,0.02,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,63021,60,2962,630.21,764.7219643290442,630.21,0.000799651145935,100,584799.6827272719
33.6,6,63.6,1012.8624693313756,0.03,0.2,0.12,0.21,0.8,0.0,0.0,80,20,3,12,0.91,0.05,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,61162,60,2962,611.62,763.9183649336019,611.62,0.000987319946289,100,583571.2682828278
32.76,6,67.64,1319.8683374136988,0.05,0.2,0.13,0.32,0.84,0.0,0.0,84,20,5,13,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,67783,60,2962,677.83,805.6450086104857,677.83,0.0007593393325805,100,649063.8798989896
31.36,6,63.22,1649.0738884105322,0.04,0.15,0.13,0.35,0.77,0.0,0.0,77,15,4,13,0.95,0.03,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.01,0.01,0.0,0.99,0.99,68780,60,2962,687.8,753.4457545507207,687.8,0.0006064295768737,100,567680.5050505049
32.76,6,66.4,1027.1798438525514,0.08,0.3,0.14,0.25,0.66,0.0,0.0,66,30,8,14,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.97,0.02,0.0,0.01,0.0,0.0,0.99,0.99,43962,60,2962,439.62,699.0457966818667,439.62,0.0009735488891601,100,488665.0258585857
33.28,6,65.91,770.3221564518528,0.04,0.31,0.1,0.16,0.75,0.0,0.0,75,31,4,10,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,49667,60,2694,496.67,652.0420147428378,496.67,0.0012981700897216,100,425158.788989899
34.8,6,65.91,951.382739348189,0.01,0.39,0.04,0.26,0.7,0.0,0.0,70,39,1,4,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,55140,60,2962,551.4,683.3739825307949,551.4,0.0010528922080993,100,466999.9999999992
33.04,6,64.48,959.7949656750573,0.04,0.24,0.09,0.12,0.69,0.0,0.0,69,24,4,9,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.02,0.0,0.02,0.0,0.0,0.98,0.98,32676,60,2962,326.76,560.9923588309086,326.76,0.0010552287101745,100,314712.426666667
32.72,6,63.99,1015.5675167856735,0.04,0.39,0.13,0.25,0.73,0.0,0.0,73,39,4,13,0.92,0.02,0.0,0.0,0.0,0.0,0.0,0.96,0.01,0.0,0.03,0.0,0.0,0.97,0.97,34591,60,2962,345.91,553.5315288530035,345.91,0.0009948801994323,100,306397.15343434346
32.32,6,70.62,587.7132828427904,0.05,0.3,0.14,0.31,0.65,0.0,0.0,65,30,5,14,0.85,0.02,0.0,0.0,0.0,0.0,0.0,0.97,0.02,0.0,0.01,0.0,0.0,0.99,0.99,34986,60,1514,349.86,475.0277827069006,349.86,0.0017027902603149,100,225651.3943434344
32.32,6,66.81,3092.0500117952347,0.0,0.13,0.03,0.29,0.82,0.0,0.0,82,13,0,3,0.87,0.0,0.01,0.0,0.0,0.0,0.0,0.97,0.03,0.01,0.0,0.0,0.0,1.0,1.0,47139,60,2962,471.39,604.0206681693577,471.39,0.0003234505653381,100,364840.96757575736
32.4,6,64.0,1560.915194188487,0.0,0.17,0.1,0.25,0.73,0.0,0.0,73,17,0,10,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50654,60,2962,506.54,664.0985447745817,506.54,0.0006423997879028,100,441026.877171717
34.44,6,64.64,1858.7323956145249,0.04,0.54,0.17,0.07,0.77,0.0,0.0,77,54,4,17,0.93,0.01,0.01,0.0,0.0,0.0,0.0,0.97,0.03,0.01,0.0,0.0,0.0,1.0,1.0,16626,60,2962,166.26,401.1306651267772,166.26,0.0005400204658508,100,160905.81050505064
33.12,6,69.09,1073.1127223976216,0.09,0.26,0.05,0.21,0.84,0.0,0.0,84,26,9,5,0.95,0.01,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,48496,60,1514,484.96,611.548637278815,484.96,0.0009699082374572,100,373991.7357575757
32.4,6,67.3,1137.552513743752,0.06,0.29,0.18,0.12,0.62,0.0,0.0,62,29,6,18,0.94,0.01,0.01,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.0,0.01,0.0,1.0,1.0,26322,60,2647,263.22,489.4187354258706,263.22,0.000879111289978,100,239530.6985858584
32.92,6,66.74,1005.4376956673906,0.1,0.27,0.23,0.15,0.69,0.0,0.0,69,27,10,23,0.93,0.01,0.02,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,21460,60,2962,214.6,443.6752384027277,214.6,0.0009947299957275,100,196847.7171717172
32.04,6,65.47,407.24561130961627,0.16,0.2,0.15,0.22,0.77,0.0,0.0,77,20,16,15,0.85,0.05,0.03,0.0,0.0,0.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,1.0,1.0,23876,60,2962,238.76,444.6630121152807,238.76,0.0024555301666259,100,197725.1943434342
31.12,6,67.37,755.5548350023148,0.05,0.29,0.15,0.17,0.65,0.0,0.0,65,29,5,15,0.86,0.06,0.01,0.0,0.0,0.0,0.0,0.93,0.03,0.0,0.03,0.01,0.0,0.97,0.97,39241,60,2327,392.41,595.0210775487475,392.41,0.0014384293556213,100,354050.08272727253
